instance,full_path
Segmentation_20.edge,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b100-n1/atmost500/Segmentation_20.edge/run1
Segmentation_20.edge,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b75-n1/atmost500/Segmentation_20.edge/run1
Segmentation_20.edge,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b150-n1/atmost500/Segmentation_20.edge/run1
anna.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b150-n1/atmost200/anna.dgf/run1
anna.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost200/anna.dgf/run1
anna.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b100-n1/atmost200/anna.dgf/run1
anna.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-tcs-b100-n1/atmost200/anna.dgf/run1
anna.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b50-n1/atmost200/anna.dgf/run1
anna.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-tcs-b125-n1/atmost200/anna.dgf/run1
anna.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-tcs-b75-n1/atmost200/anna.dgf/run1
anna.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-htd-b150-n1/atmost200/anna.dgf/run1
anna.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-tcs-b50-n1/atmost200/anna.dgf/run1
anna.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-tcs-b150-n1/atmost200/anna.dgf/run1
anna.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b25-n1/atmost200/anna.dgf/run1
anna.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-htd-b100-n1/atmost200/anna.dgf/run1
anna.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b75-n1/atmost200/anna.dgf/run1
anna.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b125-n1/atmost200/anna.dgf/run1
bcs08.graph,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b150-n1/atmost2000/bcs08.graph/run1
bcs08.graph,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost2000/bcs08.graph/run1
bcs08.graph,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b100-n1/atmost2000/bcs08.graph/run1
bcs08.graph,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-tcs-b100-n1/atmost2000/bcs08.graph/run1
bcs08.graph,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b50-n1/atmost2000/bcs08.graph/run1
bcs08.graph,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-tcs-b125-n1/atmost2000/bcs08.graph/run1
bcs08.graph,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-tcs-b75-n1/atmost2000/bcs08.graph/run1
bcs08.graph,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-htd-b150-n1/atmost2000/bcs08.graph/run1
bcs08.graph,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-tcs-b50-n1/atmost2000/bcs08.graph/run1
bcs08.graph,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-tcs-b150-n1/atmost2000/bcs08.graph/run1
bcs08.graph,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b25-n1/atmost2000/bcs08.graph/run1
bcs08.graph,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-htd-b100-n1/atmost2000/bcs08.graph/run1
bcs08.graph,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b75-n1/atmost2000/bcs08.graph/run1
bcs08.graph,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/bcs08.graph/run1
celar01.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b150-n1/atmost500/celar01.dgf/run1
celar01.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost500/celar01.dgf/run1
celar01.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b100-n1/atmost500/celar01.dgf/run1
celar01.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-tcs-b100-n1/atmost500/celar01.dgf/run1
celar01.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/celar01.dgf/run1
celar01.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-tcs-b125-n1/atmost500/celar01.dgf/run1
celar01.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-tcs-b75-n1/atmost500/celar01.dgf/run1
celar01.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-htd-b150-n1/atmost500/celar01.dgf/run1
celar01.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-tcs-b50-n1/atmost500/celar01.dgf/run1
celar01.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-tcs-b150-n1/atmost500/celar01.dgf/run1
celar01.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b25-n1/atmost500/celar01.dgf/run1
celar01.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-htd-b100-n1/atmost500/celar01.dgf/run1
celar01.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b75-n1/atmost500/celar01.dgf/run1
celar01.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/celar01.dgf/run1
celar05.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b150-n1/atmost500/celar05.dgf/run1
celar05.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost500/celar05.dgf/run1
celar05.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b100-n1/atmost500/celar05.dgf/run1
celar05.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-tcs-b100-n1/atmost500/celar05.dgf/run1
celar05.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/celar05.dgf/run1
celar05.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-tcs-b125-n1/atmost500/celar05.dgf/run1
celar05.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-tcs-b75-n1/atmost500/celar05.dgf/run1
celar05.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-htd-b150-n1/atmost500/celar05.dgf/run1
celar05.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-tcs-b50-n1/atmost500/celar05.dgf/run1
celar05.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-tcs-b150-n1/atmost500/celar05.dgf/run1
celar05.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b25-n1/atmost500/celar05.dgf/run1
celar05.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-htd-b100-n1/atmost500/celar05.dgf/run1
celar05.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b75-n1/atmost500/celar05.dgf/run1
celar05.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/celar05.dgf/run1
celar08.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b150-n1/atmost500/celar08.dgf/run1
celar08.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost500/celar08.dgf/run1
celar08.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b100-n1/atmost500/celar08.dgf/run1
celar08.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-tcs-b100-n1/atmost500/celar08.dgf/run1
celar08.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/celar08.dgf/run1
celar08.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-tcs-b125-n1/atmost500/celar08.dgf/run1
celar08.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-tcs-b75-n1/atmost500/celar08.dgf/run1
celar08.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-htd-b150-n1/atmost500/celar08.dgf/run1
celar08.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-tcs-b50-n1/atmost500/celar08.dgf/run1
celar08.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-tcs-b150-n1/atmost500/celar08.dgf/run1
celar08.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b25-n1/atmost500/celar08.dgf/run1
celar08.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-htd-b100-n1/atmost500/celar08.dgf/run1
celar08.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b75-n1/atmost500/celar08.dgf/run1
celar08.dgf,output/local-improvement-new/cobra/results/twlib/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/celar08.dgf/run1
dimacs_anna.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b50-n1/atmost200/dimacs_anna.gr/run1
dimacs_anna.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b150-n1/atmost200/dimacs_anna.gr/run1
dimacs_anna.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b75-n1/atmost200/dimacs_anna.gr/run1
dimacs_anna.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b125-n1/atmost200/dimacs_anna.gr/run1
dimacs_anna.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b25-n1/atmost200/dimacs_anna.gr/run1
dimacs_anna.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b50-n1/atmost200/dimacs_anna.gr/run1
dimacs_anna.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b125-n1/atmost200/dimacs_anna.gr/run1
dimacs_anna.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost200/dimacs_anna.gr/run1
dimacs_anna.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-htd-b100-n1/atmost200/dimacs_anna.gr/run1
dimacs_anna.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-htd-b150-n1/atmost200/dimacs_anna.gr/run1
dimacs_anna.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b100-n1/atmost200/dimacs_anna.gr/run1
dimacs_anna.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b100-n1/atmost200/dimacs_anna.gr/run1
dimacs_anna.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b75-n1/atmost200/dimacs_anna.gr/run1
dimacs_anna.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b150-n1/atmost200/dimacs_anna.gr/run1
dimacs_games120.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b50-n1/atmost200/dimacs_games120.gr/run1
dimacs_games120.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b150-n1/atmost200/dimacs_games120.gr/run1
dimacs_games120.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b75-n1/atmost200/dimacs_games120.gr/run1
dimacs_games120.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b125-n1/atmost200/dimacs_games120.gr/run1
dimacs_games120.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b25-n1/atmost200/dimacs_games120.gr/run1
dimacs_games120.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b50-n1/atmost200/dimacs_games120.gr/run1
dimacs_games120.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b125-n1/atmost200/dimacs_games120.gr/run1
dimacs_games120.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost200/dimacs_games120.gr/run1
dimacs_games120.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-htd-b100-n1/atmost200/dimacs_games120.gr/run1
dimacs_games120.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-htd-b150-n1/atmost200/dimacs_games120.gr/run1
dimacs_games120.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b100-n1/atmost200/dimacs_games120.gr/run1
dimacs_games120.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b100-n1/atmost200/dimacs_games120.gr/run1
dimacs_games120.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b75-n1/atmost200/dimacs_games120.gr/run1
dimacs_games120.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b150-n1/atmost200/dimacs_games120.gr/run1
dimacs_homer.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b50-n1/atmost1000/dimacs_homer.gr/run1
dimacs_homer.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b150-n1/atmost1000/dimacs_homer.gr/run1
dimacs_homer.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b75-n1/atmost1000/dimacs_homer.gr/run1
dimacs_homer.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b125-n1/atmost1000/dimacs_homer.gr/run1
dimacs_homer.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b25-n1/atmost1000/dimacs_homer.gr/run1
dimacs_homer.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b50-n1/atmost1000/dimacs_homer.gr/run1
dimacs_homer.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b125-n1/atmost1000/dimacs_homer.gr/run1
dimacs_homer.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost1000/dimacs_homer.gr/run1
dimacs_homer.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-htd-b100-n1/atmost1000/dimacs_homer.gr/run1
dimacs_homer.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-htd-b150-n1/atmost1000/dimacs_homer.gr/run1
dimacs_homer.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b100-n1/atmost1000/dimacs_homer.gr/run1
dimacs_homer.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b100-n1/atmost1000/dimacs_homer.gr/run1
dimacs_homer.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b75-n1/atmost1000/dimacs_homer.gr/run1
dimacs_homer.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b150-n1/atmost1000/dimacs_homer.gr/run1
dimacs_le450_15b.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b50-n1/atmost500/dimacs_le450_15b.gr/run1
dimacs_le450_15b.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b25-n1/atmost500/dimacs_le450_15b.gr/run1
dimacs_le450_15b.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/dimacs_le450_15b.gr/run1
dimacs_le450_15b.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b100-n1/atmost500/dimacs_le450_15b.gr/run1
dimacs_le450_25a-pp.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b50-n1/atmost500/dimacs_le450_25a-pp.gr/run1
dimacs_le450_25a-pp.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b150-n1/atmost500/dimacs_le450_25a-pp.gr/run1
dimacs_le450_25a-pp.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b75-n1/atmost500/dimacs_le450_25a-pp.gr/run1
dimacs_le450_25a-pp.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b125-n1/atmost500/dimacs_le450_25a-pp.gr/run1
dimacs_le450_25a-pp.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b25-n1/atmost500/dimacs_le450_25a-pp.gr/run1
dimacs_le450_25a-pp.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/dimacs_le450_25a-pp.gr/run1
dimacs_le450_25a-pp.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/dimacs_le450_25a-pp.gr/run1
dimacs_le450_25a-pp.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost500/dimacs_le450_25a-pp.gr/run1
dimacs_le450_25a-pp.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-htd-b100-n1/atmost500/dimacs_le450_25a-pp.gr/run1
dimacs_le450_25a-pp.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-htd-b150-n1/atmost500/dimacs_le450_25a-pp.gr/run1
dimacs_le450_25a-pp.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b100-n1/atmost500/dimacs_le450_25a-pp.gr/run1
dimacs_le450_25a-pp.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b100-n1/atmost500/dimacs_le450_25a-pp.gr/run1
dimacs_le450_25a-pp.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b75-n1/atmost500/dimacs_le450_25a-pp.gr/run1
dimacs_le450_25a-pp.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b150-n1/atmost500/dimacs_le450_25a-pp.gr/run1
dimacs_le450_25a.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b50-n1/atmost500/dimacs_le450_25a.gr/run1
dimacs_le450_25a.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b150-n1/atmost500/dimacs_le450_25a.gr/run1
dimacs_le450_25a.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b75-n1/atmost500/dimacs_le450_25a.gr/run1
dimacs_le450_25a.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b125-n1/atmost500/dimacs_le450_25a.gr/run1
dimacs_le450_25a.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b25-n1/atmost500/dimacs_le450_25a.gr/run1
dimacs_le450_25a.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/dimacs_le450_25a.gr/run1
dimacs_le450_25a.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/dimacs_le450_25a.gr/run1
dimacs_le450_25a.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost500/dimacs_le450_25a.gr/run1
dimacs_le450_25a.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-htd-b100-n1/atmost500/dimacs_le450_25a.gr/run1
dimacs_le450_25a.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-htd-b150-n1/atmost500/dimacs_le450_25a.gr/run1
dimacs_le450_25a.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b100-n1/atmost500/dimacs_le450_25a.gr/run1
dimacs_le450_25a.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b100-n1/atmost500/dimacs_le450_25a.gr/run1
dimacs_le450_25a.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b75-n1/atmost500/dimacs_le450_25a.gr/run1
dimacs_le450_25a.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b150-n1/atmost500/dimacs_le450_25a.gr/run1
dimacs_le450_25b-pp.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b50-n1/atmost500/dimacs_le450_25b-pp.gr/run1
dimacs_le450_25b-pp.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b150-n1/atmost500/dimacs_le450_25b-pp.gr/run1
dimacs_le450_25b-pp.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b75-n1/atmost500/dimacs_le450_25b-pp.gr/run1
dimacs_le450_25b-pp.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b125-n1/atmost500/dimacs_le450_25b-pp.gr/run1
dimacs_le450_25b-pp.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b25-n1/atmost500/dimacs_le450_25b-pp.gr/run1
dimacs_le450_25b-pp.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/dimacs_le450_25b-pp.gr/run1
dimacs_le450_25b-pp.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/dimacs_le450_25b-pp.gr/run1
dimacs_le450_25b-pp.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost500/dimacs_le450_25b-pp.gr/run1
dimacs_le450_25b-pp.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-htd-b100-n1/atmost500/dimacs_le450_25b-pp.gr/run1
dimacs_le450_25b-pp.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-htd-b150-n1/atmost500/dimacs_le450_25b-pp.gr/run1
dimacs_le450_25b-pp.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b100-n1/atmost500/dimacs_le450_25b-pp.gr/run1
dimacs_le450_25b-pp.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b100-n1/atmost500/dimacs_le450_25b-pp.gr/run1
dimacs_le450_25b-pp.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b75-n1/atmost500/dimacs_le450_25b-pp.gr/run1
dimacs_le450_25b-pp.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b150-n1/atmost500/dimacs_le450_25b-pp.gr/run1
dimacs_le450_25b.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b50-n1/atmost500/dimacs_le450_25b.gr/run1
dimacs_le450_25b.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b150-n1/atmost500/dimacs_le450_25b.gr/run1
dimacs_le450_25b.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b75-n1/atmost500/dimacs_le450_25b.gr/run1
dimacs_le450_25b.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b125-n1/atmost500/dimacs_le450_25b.gr/run1
dimacs_le450_25b.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b25-n1/atmost500/dimacs_le450_25b.gr/run1
dimacs_le450_25b.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/dimacs_le450_25b.gr/run1
dimacs_le450_25b.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/dimacs_le450_25b.gr/run1
dimacs_le450_25b.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost500/dimacs_le450_25b.gr/run1
dimacs_le450_25b.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-htd-b100-n1/atmost500/dimacs_le450_25b.gr/run1
dimacs_le450_25b.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-htd-b150-n1/atmost500/dimacs_le450_25b.gr/run1
dimacs_le450_25b.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b100-n1/atmost500/dimacs_le450_25b.gr/run1
dimacs_le450_25b.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b100-n1/atmost500/dimacs_le450_25b.gr/run1
dimacs_le450_25b.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b75-n1/atmost500/dimacs_le450_25b.gr/run1
dimacs_le450_25b.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b150-n1/atmost500/dimacs_le450_25b.gr/run1
dimacs_le450_5a.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b50-n1/atmost500/dimacs_le450_5a.gr/run1
dimacs_le450_5a.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b150-n1/atmost500/dimacs_le450_5a.gr/run1
dimacs_le450_5a.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b75-n1/atmost500/dimacs_le450_5a.gr/run1
dimacs_le450_5a.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b125-n1/atmost500/dimacs_le450_5a.gr/run1
dimacs_le450_5a.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b25-n1/atmost500/dimacs_le450_5a.gr/run1
dimacs_le450_5a.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/dimacs_le450_5a.gr/run1
dimacs_le450_5a.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/dimacs_le450_5a.gr/run1
dimacs_le450_5a.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost500/dimacs_le450_5a.gr/run1
dimacs_le450_5a.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-htd-b100-n1/atmost500/dimacs_le450_5a.gr/run1
dimacs_le450_5a.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-htd-b150-n1/atmost500/dimacs_le450_5a.gr/run1
dimacs_le450_5a.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-jdrasil-b100-n1/atmost500/dimacs_le450_5a.gr/run1
dimacs_le450_5a.gr,output/local-improvement-new/cobra/results/pace2016/tw-limprovement-1.0-tcs-b100-n1/atmost500/dimacs_le450_5a.gr/run1
